work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size
2024,Senior,full-time,BI Developer,179000,US,0,US,medium
2024,Senior,full-time,BI Developer,112000,US,0,US,medium
2024,Mid,full-time,Data Engineer,166363,US,0,US,medium
2024,Mid,full-time,Data Engineer,103977,US,0,US,medium
2024,Mid,full-time,Data Scientist,130000,US,0,US,medium
2024,Mid,full-time,Data Scientist,95000,US,0,US,medium
2024,Senior,full-time,Data Engineer,214300,US,0,US,medium
2024,Senior,full-time,Data Engineer,108500,US,0,US,medium
2024,Senior,full-time,Applied Scientist,266482,US,0,US,medium
2024,Senior,full-time,Applied Scientist,166551,US,0,US,medium
2024,Mid,full-time,Business Intelligence Developer,90279,US,0,US,medium
2024,Mid,full-time,Business Intelligence Developer,67060,US,0,US,medium
2024,Senior,full-time,AI Scientist,190000,US,1,US,medium
2024,Senior,full-time,AI Scientist,160000,US,1,US,medium
2024,Mid,full-time,Data Scientist,212800,US,0,US,large
2024,Mid,full-time,Data Scientist,111600,US,0,US,large
2024,Senior,full-time,Data Modeler,130000,US,1,US,medium
2024,Senior,full-time,Data Modeler,110000,US,1,US,medium
2024,Senior,full-time,Data Engineer,190100,US,1,US,medium
2024,Senior,full-time,Data Engineer,131414,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,284400,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,150700,US,0,US,medium
2024,Senior,full-time,Data Architect,128076,CA,1,CA,medium
2024,Senior,full-time,Data Architect,103846,CA,1,CA,medium
2024,Mid,full-time,Analytics Engineer,145000,US,1,US,medium
2024,Mid,full-time,Analytics Engineer,104000,US,1,US,medium
2024,Senior,full-time,Data Engineer,165000,US,1,US,medium
2024,Senior,full-time,Data Engineer,132000,US,1,US,medium
2024,Senior,full-time,Data Engineer,234000,US,0,US,medium
2024,Senior,full-time,Data Engineer,117000,US,0,US,medium
2024,Mid,full-time,Data Engineer,215500,US,0,US,medium
2024,Mid,full-time,Data Engineer,121800,US,0,US,medium
2024,Mid,full-time,Data Engineer,165000,US,1,US,medium
2024,Mid,full-time,Data Engineer,140250,US,1,US,medium
2024,Mid,full-time,Analytics Engineer,164850,US,1,US,medium
2024,Mid,full-time,Analytics Engineer,112000,US,1,US,medium
2024,Senior,full-time,Data Engineer,295000,US,0,US,medium
2024,Senior,full-time,Data Engineer,235000,US,0,US,medium
2024,Mid,full-time,Business Intelligence,150000,US,0,US,medium
2024,Mid,full-time,Business Intelligence,100000,US,0,US,medium
2024,Mid,full-time,Data Integration Specialist,93750,GB,1,GB,medium
2024,Mid,full-time,Data Integration Specialist,68750,GB,1,GB,medium
2024,Junior,full-time,Data Analyst,120000,US,0,US,medium
2024,Junior,full-time,Data Analyst,97500,US,0,US,medium
2024,Senior,full-time,Computer Vision Engineer,220000,US,1,US,medium
2024,Senior,full-time,Computer Vision Engineer,183000,US,1,US,medium
2024,Mid,full-time,Data Engineer,205600,US,0,US,large
2024,Mid,full-time,Data Engineer,105700,US,0,US,large
2024,Senior,full-time,Data Engineer,240500,US,0,US,large
2024,Senior,full-time,Data Engineer,123700,US,0,US,large
2024,Senior,full-time,Data Infrastructure Engineer,179900,US,1,US,medium
2024,Senior,full-time,Data Infrastructure Engineer,135920,US,1,US,medium
2024,Mid,full-time,Data Manager,83300,US,0,US,medium
2024,Mid,full-time,Data Manager,47500,US,0,US,medium
2024,Senior,full-time,Data Manager,96600,US,0,US,medium
2024,Senior,full-time,Data Manager,55200,US,0,US,medium
2024,Junior,full-time,Data Science,86900,US,0,US,medium
2024,Junior,full-time,Data Science,60800,US,0,US,medium
2024,Senior,full-time,Machine Learning Scientist,140000,US,0,US,medium
2024,Senior,full-time,Machine Learning Scientist,90000,US,0,US,medium
2024,Senior,full-time,Research Engineer,234000,US,0,US,medium
2024,Senior,full-time,Research Engineer,146000,US,0,US,medium
2024,Senior,full-time,Data Analyst,120000,CA,0,CA,medium
2024,Senior,full-time,Data Analyst,90000,CA,0,CA,medium
2024,Senior,full-time,Business Intelligence,193000,US,0,US,medium
2024,Senior,full-time,Business Intelligence,119000,US,0,US,medium
2024,Senior,full-time,Data Scientist,215000,US,0,US,medium
2024,Senior,full-time,Data Scientist,146900,US,0,US,medium
2024,Junior,full-time,Applied Scientist,166000,US,1,US,medium
2024,Junior,full-time,Applied Scientist,104000,US,1,US,medium
2024,Mid,full-time,Data Engineer,140000,US,0,US,medium
2024,Mid,full-time,Data Engineer,70000,US,0,US,medium
2024,Mid,full-time,Data Engineer,124000,US,0,US,medium
2024,Mid,full-time,Data Engineer,80000,US,0,US,medium
2024,Mid,full-time,Data Scientist,133000,US,0,US,medium
2024,Mid,full-time,Data Scientist,58400,US,0,US,medium
2024,Senior,full-time,Data Manager,149000,DE,0,DE,medium
2024,Senior,full-time,Data Manager,65300,DE,0,DE,medium
2024,Senior,full-time,Research Engineer,120000,US,1,US,medium
2024,Senior,full-time,Research Engineer,100000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,182000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,164000,US,0,US,medium
2024,Mid,full-time,Data Integration Engineer,161250,US,1,US,medium
2024,Mid,full-time,Data Integration Engineer,132974,US,1,US,medium
2024,Mid,full-time,Data Integration Engineer,161250,US,1,US,medium
2024,Mid,full-time,Data Integration Engineer,132974,US,1,US,medium
2024,Senior,full-time,Data Engineer,112500,GB,0,GB,medium
2024,Senior,full-time,Data Engineer,61875,GB,0,GB,medium
2024,Senior,full-time,Data Analyst,140000,US,0,US,medium
2024,Senior,full-time,Data Analyst,115000,US,0,US,medium
2024,Senior,full-time,Data Scientist,155000,US,0,US,medium
2024,Senior,full-time,Data Scientist,100000,US,0,US,medium
2024,Mid,full-time,Research Engineer,295000,US,0,US,medium
2024,Senior,full-time,Data Scientist,50000,GB,0,GB,medium
2024,Senior,full-time,Data Scientist,31250,GB,0,GB,medium
2024,Mid,full-time,Research Engineer,135000,US,0,US,medium
2024,Mid,full-time,Research Engineer,120000,US,0,US,medium
2024,Mid,full-time,Data Scientist,155000,US,0,US,medium
2024,Mid,full-time,Data Scientist,139000,US,0,US,medium
2024,Senior,full-time,Data Analyst,185000,US,0,US,medium
2024,Senior,full-time,Data Analyst,140000,US,0,US,medium
2024,Mid,full-time,Data Engineer,50000,GB,0,GB,medium
2024,Mid,full-time,Data Engineer,50000,GB,0,GB,medium
2024,Senior,full-time,Analytics Engineer,170000,US,0,US,medium
2024,Senior,full-time,Business Intelligence Engineer,165600,US,0,US,large
2024,Senior,full-time,Business Intelligence Engineer,65800,US,0,US,large
2024,Mid,full-time,Data Analyst,167000,US,0,US,medium
2024,Mid,full-time,Data Analyst,121000,US,0,US,medium
2024,Senior,full-time,AI Architect,208000,US,0,US,medium
2024,Senior,full-time,AI Architect,177000,US,0,US,medium
2024,Senior,full-time,Data Engineer,180000,US,1,US,medium
2024,Senior,full-time,Data Engineer,119000,US,1,US,medium
2024,Senior,full-time,Data Science,227000,US,0,US,medium
2024,Senior,full-time,Data Science,116000,US,0,US,medium
2024,Mid,full-time,Data Integration Engineer,130000,US,0,US,medium
2024,Mid,full-time,Data Integration Engineer,110000,US,0,US,medium
2024,Mid,full-time,Analytics Engineer,220000,US,0,US,medium
2024,Mid,full-time,Analytics Engineer,176000,US,0,US,medium
2024,Mid,full-time,Machine Learning Scientist,180000,CA,1,CA,medium
2024,Mid,full-time,Machine Learning Scientist,117000,CA,1,CA,medium
2024,Mid,full-time,Data Analyst,180000,US,0,US,medium
2024,Mid,full-time,Data Analyst,140000,US,0,US,medium
2024,Senior,full-time,Data Analytics Lead,155000,US,0,US,medium
2024,Senior,full-time,Data Analytics Lead,130000,US,0,US,medium
2024,Senior,full-time,Data Analytics Lead,215000,US,0,US,medium
2024,Senior,full-time,Data Analytics Lead,155000,US,0,US,medium
2024,Senior,full-time,Data Scientist,130000,US,0,US,medium
2024,Senior,full-time,Data Scientist,120000,US,0,US,medium
2024,Senior,full-time,Data Scientist,135000,US,1,US,medium
2024,Senior,full-time,Data Scientist,115000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,195500,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,141300,US,1,US,medium
2024,Mid,full-time,Data Engineer,110000,US,0,US,medium
2024,Mid,full-time,Data Engineer,90000,US,0,US,medium
2024,Junior,full-time,Data Analyst,70000,US,1,US,medium
2024,Junior,full-time,Data Analyst,57000,US,1,US,medium
2024,Mid,full-time,Data Architect,55328,ZA,0,ZA,medium
2024,Mid,full-time,Data Architect,39245,ZA,0,ZA,medium
2024,Senior,full-time,Data Scientist,191027,US,0,US,medium
2024,Senior,full-time,Data Scientist,99445,US,0,US,medium
2024,Senior,full-time,Data Engineer,130000,US,0,US,medium
2024,Senior,full-time,Data Engineer,110000,US,0,US,medium
2024,Mid,full-time,Data Scientist,166000,US,0,US,medium
2024,Mid,full-time,Data Scientist,73100,US,0,US,medium
2024,Senior,full-time,Data Scientist,204200,US,0,US,medium
2024,Senior,full-time,Data Scientist,122600,US,0,US,medium
2024,Junior,full-time,Data Science,110400,US,0,US,medium
2024,Junior,full-time,Data Science,68000,US,0,US,medium
2024,Senior,full-time,Data Analyst,120000,US,0,US,medium
2024,Senior,full-time,Data Analyst,100000,US,0,US,medium
2024,Mid,full-time,Data Science,179000,US,0,US,medium
2024,Mid,full-time,Data Science,106500,US,0,US,medium
2024,Junior,full-time,Data Engineer,115000,US,1,US,medium
2024,Junior,full-time,Data Engineer,87550,US,1,US,medium
2024,Senior,full-time,Data Analytics Lead,239300,US,0,US,medium
2024,Experienced,full-time,Head of Machine Learning,245000,US,0,US,medium
2024,Senior,full-time,Data Scientist,190000,US,1,US,medium
2024,Senior,full-time,Data Scientist,105301,US,1,US,medium
2024,Senior,full-time,Data Architect,150000,GB,0,GB,medium
2024,Senior,full-time,Data Architect,112500,GB,0,GB,medium
2024,Senior,full-time,Research Scientist,340000,US,1,US,medium
2024,Senior,full-time,Research Scientist,180000,US,1,US,medium
